dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon0	tau0	stage	physical_id	alpha	beta	u	v	regularization_regime	epsilon	tau	converged	iterations	seconds
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25	2.0	True	85	3.942555799992988
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25	2.0	True	85	3.949660899990704
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125	1.0	True	85	3.981264399975771
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875	1.99	True	85	3.908461500017438
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25	2.0	True	85	3.9806197000143584
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p250000__fixed	0.49875	0.49625	0.9950000000000001	0.4987437185929648	fixed	0.25	2.0	True	85	3.97726149999653
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p250000__coregularized	0.375	0.125	0.5	0.25	coregularized	0.125	1.0	True	85	4.0074510000122245
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p250000__coregularized	0.49875	0.49625	0.9950000000000001	0.4987437185929648	coregularized	0.24875000000000003	1.9900000000000002	True	85	4.165359399979934
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p500000__fixed	0.25	0.25	0.5	0.5	fixed	0.25	2.0	True	85	3.8778148000128567
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p500000__fixed	0.4975	0.4975	0.995	0.5	fixed	0.25	2.0	True	85	3.9669279000081588
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p500000__coregularized	0.25	0.25	0.5	0.5	coregularized	0.125	1.0	True	85	3.647146600007545
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p500000__coregularized	0.4975	0.4975	0.995	0.5	coregularized	0.24875	1.99	True	85	3.721414300001925
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p750000__fixed	0.125	0.375	0.5	0.75	fixed	0.25	2.0	True	85	3.696376699983375
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p750000__fixed	0.49625	0.49875	0.9950000000000001	0.5012562814070352	fixed	0.25	2.0	True	85	3.6079088000115007
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v0p750000__coregularized	0.125	0.375	0.5	0.75	coregularized	0.125	1.0	True	85	3.678528600023128
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v0p750000__coregularized	0.49625	0.49875	0.9950000000000001	0.5012562814070352	coregularized	0.24875000000000003	1.9900000000000002	True	85	3.6980588999867905
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v1p000000__fixed	0.0	0.5	0.5	1.0	fixed	0.25	2.0	True	85	3.74947130001965
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v1p000000__fixed	0.495	0.5	0.995	0.5025125628140703	fixed	0.25	2.0	True	85	3.6405217999999877
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p500000__v1p000000__coregularized	0.0	0.5	0.5	1.0	coregularized	0.125	1.0	True	85	3.6573970000026748
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p500000__v1p000000__coregularized	0.495	0.5	0.995	0.5025125628140703	coregularized	0.24875	1.99	True	85	3.6320307000132743
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p000000__fixed	0.75	0.0	0.75	0.0	fixed	0.25	2.0	True	85	3.733322899992345
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p000000__fixed	0.5025	0.495	0.9974999999999999	0.4962406015037594	fixed	0.25	2.0	True	85	3.6728224999969825
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p000000__coregularized	0.75	0.0	0.75	0.0	coregularized	0.1875	1.5	True	85	3.7822340999846347
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p000000__coregularized	0.5025	0.495	0.9974999999999999	0.4962406015037594	coregularized	0.24937499999999999	1.9949999999999999	True	85	3.6370756000105757
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p250000__fixed	0.5625	0.1875	0.75	0.25	fixed	0.25	2.0	True	85	3.690006300021196
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p250000__fixed	0.500625	0.496875	0.9975	0.4981203007518797	fixed	0.25	2.0	True	85	3.6955130999849644
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p250000__coregularized	0.5625	0.1875	0.75	0.25	coregularized	0.1875	1.5	True	85	3.745171399990795
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375	1.995	True	85	3.6617328000138514
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25	2.0	True	85	3.709669700008817
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25	2.0	True	85	3.7348173999926075
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875	1.5	True	85	3.8608500999980606
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375	1.995	True	85	3.7253914999892004
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25	2.0	True	85	3.62156880000839
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25	2.0	True	85	3.684647199988831
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875	1.5	True	85	3.6196807000087574
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375	1.995	True	85	3.657434100023238
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25	2.0	True	85	3.6384688999969512
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25	2.0	True	85	3.595034099998884
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875	1.5	True	85	3.695946099993307
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999	1.9949999999999999	True	85	3.6066185000236146
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25	2.0	True	85	3.5974300999951083
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25	2.0	True	85	3.6475321000034455
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25	2.0	True	85	3.620871099992655
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25	2.0	True	85	3.6468859000015073
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25	2.0	True	85	3.5770916999899782
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25	2.0	True	85	3.6029376999940723
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25	2.0	True	85	3.629828599980101
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25	2.0	True	85	3.594971999991685
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25	2.0	True	85	3.640848899987759
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	factor__expression_compensation_only__fixed	0.5	0.505	1.005	0.5024875621890548	fixed	0.25	2.0	True	85	3.6141388000105508
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	factor__expression_compensation_only__coregularized	0.5	1.0	1.5	0.6666666666666666	coregularized	0.375	3.0	True	85	3.5954587000014726
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	factor__expression_compensation_only__coregularized	0.5	0.505	1.005	0.5024875621890548	coregularized	0.25125	2.01	True	85	3.576655300013954
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	factor__spatial_compensation_only__fixed	1.0	0.5	1.5	0.3333333333333333	fixed	0.25	2.0	True	80	3.360127099993406
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	factor__spatial_compensation_only__fixed	0.505	0.5	1.005	0.49751243781094534	fixed	0.25	2.0	True	85	3.5316721000126563
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	endpoint	factor__spatial_compensation_only__coregularized	1.0	0.5	1.5	0.3333333333333333	coregularized	0.375	3.0	True	85	3.694029300007969
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	uot	0.25	2.0	finite_h001	factor__spatial_compensation_only__coregularized	0.505	0.5	1.005	0.49751243781094534	coregularized	0.25125	2.01	True	85	3.6267484000127297
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		baseline	baseline	0.5	0.5	1.0	0.5	fixed	0.25		True	1	0.044494900008430704
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25		True	1	0.03792569998768158
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25		True	1	0.0356368999928236
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125		True	1	0.045137799985241145
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875		True	1	0.03741299998364411
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25		True	1	0.03825340000912547
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p250000__fixed	0.49875	0.49625	0.9950000000000001	0.4987437185929648	fixed	0.25		True	1	0.04257140000117943
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p250000__coregularized	0.375	0.125	0.5	0.25	coregularized	0.125		True	1	0.03949110000394285
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p250000__coregularized	0.49875	0.49625	0.9950000000000001	0.4987437185929648	coregularized	0.24875000000000003		True	1	0.036846900009550154
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p500000__fixed	0.25	0.25	0.5	0.5	fixed	0.25		True	1	0.03823589999228716
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p500000__fixed	0.4975	0.4975	0.995	0.5	fixed	0.25		True	1	0.037769899994600564
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p500000__coregularized	0.25	0.25	0.5	0.5	coregularized	0.125		True	1	0.038029100018320605
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p500000__coregularized	0.4975	0.4975	0.995	0.5	coregularized	0.24875		True	1	0.036901599989505485
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p750000__fixed	0.125	0.375	0.5	0.75	fixed	0.25		True	1	0.03577740001492202
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p750000__fixed	0.49625	0.49875	0.9950000000000001	0.5012562814070352	fixed	0.25		True	1	0.04281370001262985
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v0p750000__coregularized	0.125	0.375	0.5	0.75	coregularized	0.125		True	1	0.03760919999331236
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		finite_h001	grid__u0p500000__v0p750000__coregularized	0.49625	0.49875	0.9950000000000001	0.5012562814070352	coregularized	0.24875000000000003		True	1	0.03683369999635033
Stereo-seq	ST_DEV_E15_5_E16_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E15_5_E16_5__reverse	row_softmax	0.25		endpoint	grid__u0p500000__v1p000000__fixed	0.0	0.5	0.5	1.0	fixed	0.25		True	1	0.03851250000298023
